API Well Number,County Code,API Hole Number,Sidetrack,Completion,Well Name,Company Name,Operator Number,Well Type,Map Symbol,Well Status ,Status Date,Permit Application Date,Permit Issued Date,Date Spudded,Date of Total Depth,Date Well Completed,Date Well Plugged,Date Well Confidentiality Ends,Confidentiality Code,Town,Quad,Quad Section,Producing Field,Producing Formation,Financial Security,Slant,County,Region,State Lease,"Proposed Depth, ft",Surface Longitude,Surface Latitude,Bottom Hole Longitude,Bottom Hole Latitude,"True Vertical Depth, ft","Measured Depth, ft","Kickoff, ft","Drilled Depth, ft","Elevation, ft",Original Well Type,Permit Fee,Objective Formation,Depth Fee,Spacing,Spacing Acres,Integration,Hearing Date,Date Last Modified,DEC Database Link,Location 1
31009259710000,9,25971,0,0,Hanson-Ivett 1     ,Chautauqua Energy Drilling Inc.,2752,GD,GW,AC,,2009-04-27T00:00:00,2009-05-07T00:00:00,2009-05-13T00:00:00,2009-05-27T00:00:00,2009-07-01T00:00:00,,2009-11-13T00:00:00,Released,Dayton,Gowanda,G,Lakeshore,Medina,True,Vertical,Cattaraugus,9.0,,3400.0,-78.98554199999998,42.41065,-78.98554199999998,42.41065,3300.0,3300.0,0.0,3300.0,1360.0,GD,1430.0,Medina,1330.0,Exempt from Title 5; complies with 6 NYCRR 553.1(a),,No integration order required,,2014-06-25T00:00:00,{'url': 'http://www.dec.ny.gov/cfmx/extapps/GasOil/search/wells/index.cfm?api=31009259710000'},"{'longitude': '-78.985542', 'needs_recoding': False, 'latitude': '42.41065'}"
31009275490000,9,27549,0,0,Hanson-Ivett 2     ,Chautauqua Energy Drilling Inc.,2752,GD,GW,AC,,2009-12-18T00:00:00,2010-01-19T00:00:00,2010-02-01T00:00:00,2010-02-19T00:00:00,2010-02-25T00:00:00,,2010-08-01T00:00:00,Released,Dayton,Gowanda,G,Lakeshore,Medina,True,Vertical,Cattaraugus,9.0,,3400.0,-78.988731,42.407756,-78.988731,42.407756,3350.0,3350.0,0.0,3350.0,1340.0,GD,1430.0,Medina,1330.0,Exempt from Title 5; complies with 6 NYCRR 553.1(a),,No integration order required,,2014-06-25T00:00:00,{'url': 'http://www.dec.ny.gov/cfmx/extapps/GasOil/search/wells/index.cfm?api=31009275490000'},"{'longitude': '-78.988731', 'needs_recoding': False, 'latitude': '42.407756'}"
31009276800001,9,27680,0,1,Henderson 1     ,U. S. Energy Development Corporation,708,GD,GW,AC,,2011-05-23T00:00:00,2011-06-24T00:00:00,2011-11-15T00:00:00,2011-11-29T00:00:00,2011-12-09T00:00:00,,2012-05-15T00:00:00,Released,Leon,Cherry Creek,F,Lakeshore,Medina,True,Vertical,Cattaraugus,9.0,,3646.0,-79.012697,42.331639,-79.012697,42.331639,3589.0,3589.0,0.0,3589.0,1434.0,GD,1620.0,Medina,1520.0,Exempt from Title 5; complies with 6 NYCRR 553.1(a),,No integration order required,,2012-05-16T00:00:00,{'url': 'http://www.dec.ny.gov/cfmx/extapps/GasOil/search/wells/index.cfm?api=31009276800001'},"{'longitude': '-79.012697', 'needs_recoding': False, 'latitude': '42.331639'}"
31009276810000,9,27681,0,0,Wengerd 2     ,U. S. Energy Development Corporation,708,GD,GW,AC,,2010-04-23T00:00:00,2010-11-03T00:00:00,2011-04-14T00:00:00,2011-06-01T00:00:00,2011-06-23T00:00:00,,2011-10-14T00:00:00,Released,Leon,Cherry Creek,F,Lakeshore,Medina,True,Vertical,Cattaraugus,9.0,,3658.0,-79.035658,42.305603,-79.035658,42.305603,3625.0,3625.0,0.0,3625.0,1370.0,GD,1620.0,Medina,1520.0,Exempt from Title 5; complies with 6 NYCRR 553.1(a),,No integration order required,,2011-10-14T00:00:00,{'url': 'http://www.dec.ny.gov/cfmx/extapps/GasOil/search/wells/index.cfm?api=31009276810000'},"{'longitude': '-79.035658', 'needs_recoding': False, 'latitude': '42.305603'}"
31009277400000,9,27740,0,0,Smith 9     ,U. S. Energy Development Corporation,708,GD,GW,AC,,2010-08-19T00:00:00,2010-08-20T00:00:00,2010-08-18T00:00:00,2010-09-21T00:00:00,2010-09-29T00:00:00,,2011-02-18T00:00:00,Released,Leon,Cherry Creek,E,Lakeshore,Medina,True,Vertical,Cattaraugus,9.0,,3436.0,-79.05758299999998,42.323556,-79.05758299999998,42.323556,3438.0,3438.0,0.0,3438.0,1282.0,GD,1430.0,Medina,1330.0,Exempt from Title 5; complies with 6 NYCRR 553.1(a),,No integration order required,,2011-02-24T00:00:00,{'url': 'http://www.dec.ny.gov/cfmx/extapps/GasOil/search/wells/index.cfm?api=31009277400000'},"{'longitude': '-79.057583', 'needs_recoding': False, 'latitude': '42.323556'}"
31009277450000,9,27745,0,0,Sprague 6     ,U. S. Energy Development Corporation,708,GD,GW,AC,,2010-08-24T00:00:00,2010-08-31T00:00:00,2010-09-27T00:00:00,2010-10-13T00:00:00,2010-10-20T00:00:00,,2011-03-27T00:00:00,Released,Perrysburg,Perrysburg,B,Lakeshore,Medina,True,Vertical,Cattaraugus,9.0,,2531.0,-79.053133,42.494875,-79.053133,42.494875,2579.0,2579.0,0.0,2579.0,1010.0,GD,1240.0,Medina,1140.0,Exempt from Title 5; complies with 6 NYCRR 553.1(a),,No integration order required,,2011-03-30T00:00:00,{'url': 'http://www.dec.ny.gov/cfmx/extapps/GasOil/search/wells/index.cfm?api=31009277450000'},"{'longitude': '-79.053133', 'needs_recoding': False, 'latitude': '42.494875'}"
31009278660000,9,27866,0,0,Sprague 7     ,U. S. Energy Development Corporation,708,GD,GW,AC,,2011-01-04T00:00:00,2011-05-18T00:00:00,2011-06-08T00:00:00,2011-06-14T00:00:00,2011-07-13T00:00:00,,2011-12-08T00:00:00,Released,Perrysburg,Farnham,I,Lakeshore,Medina,True,Vertical,Cattaraugus,9.0,,2493.0,-79.036147,42.512967,-79.036147,42.512967,2400.0,2400.0,0.0,2400.0,984.0,GD,1050.0,Medina,950.0,Exempt from Title 5; variance needed from 6 NYCRR 533.1(a),42.55,Integration order issued,2011-07-27T00:00:00,2011-12-09T00:00:00,{'url': 'http://www.dec.ny.gov/cfmx/extapps/GasOil/search/wells/index.cfm?api=31009278660000'},"{'longitude': '-79.036147', 'needs_recoding': False, 'latitude': '42.512967'}"
31009664460000,9,66446,0,0,Van Vleck 1679-I,Nucomer Energy LLC,2808,GD,GW,AC,,,,,,1932-01-01T00:00:00,,,Pre-1989 Well (N/A),Perrysburg,Farnham,I,Lakeshore,Medina,False,Vertical,Cattaraugus,9.0,,0.0,-79.01685,42.52179,-79.01685,42.52179,2318.0,2318.0,0.0,2318.0,,NL,0.0,Clinton,0.0,,,,,2016-02-03T00:00:00,{'url': 'http://www.dec.ny.gov/cfmx/extapps/GasOil/search/wells/index.cfm?api=31009664460000'},"{'longitude': '-79.01685', 'needs_recoding': False, 'latitude': '42.52179'}"
31013002550000,13,255,0,0,Howell Warren S 1,Appalachian Development,9261,GD,GW,UN,,,,,,1946-08-12T00:00:00,,,Pre-1989 Well (N/A),Portland,Brocton,G,Lakeshore,Medina,False,Vertical,Chautauqua,9.0,,0.0,-79.46129,42.3994,-79.46129,42.3994,2231.0,2231.0,0.0,2231.0,669.0,NL,0.0,,0.0,,,,,2003-01-24T00:00:00,{'url': 'http://www.dec.ny.gov/cfmx/extapps/GasOil/search/wells/index.cfm?api=31013002550000'},"{'longitude': '-79.46129', 'needs_recoding': False, 'latitude': '42.3994'}"
31013007430000,13,743,0,0,Smith Raymond 1,Dickenson & Dougherty,9395,GD,GW,UN,,,,,,1932-08-15T00:00:00,,,Pre-1989 Well (N/A),Hanover,Farnham,G,Lakeshore,Medina,False,Vertical,Chautauqua,9.0,,0.0,-79.1221,42.53004,-79.1221,42.53004,2100.0,2100.0,0.0,2100.0,760.0,NL,0.0,,0.0,,,,,2003-01-24T00:00:00,{'url': 'http://www.dec.ny.gov/cfmx/extapps/GasOil/search/wells/index.cfm?api=31013007430000'},"{'longitude': '-79.1221', 'needs_recoding': False, 'latitude': '42.53004'}"
31013007470000,13,747,0,0,Cross Ralph 1,Dickenson S.W. Dev. Co.,9385,GD,GW,UN,,,,1933-11-25T00:00:00,,1933-12-22T00:00:00,,,Pre-1989 Well (N/A),Hanover,Farnham,G,Lakeshore,Medina,False,Vertical,Chautauqua,9.0,,0.0,-79.1143,42.53004,-79.1143,42.53004,2114.0,2114.0,0.0,2114.0,790.0,NL,0.0,,0.0,,,,,2003-01-24T00:00:00,{'url': 'http://www.dec.ny.gov/cfmx/extapps/GasOil/search/wells/index.cfm?api=31013007470000'},"{'longitude': '-79.1143', 'needs_recoding': False, 'latitude': '42.53004'}"
31013007480000,13,748,0,0,Bradley R O,Dickenson S.W. Dev. Co.,9385,GD,GW,UN,,,,,,1933-07-22T00:00:00,,,Pre-1989 Well (N/A),Hanover,Silver Creek,F,Lakeshore,Medina,False,Vertical,Chautauqua,9.0,,0.0,-79.14005,42.54571,-79.14005,42.54571,1916.0,1916.0,0.0,1916.0,640.0,NL,0.0,,0.0,,,,,2003-01-24T00:00:00,{'url': 'http://www.dec.ny.gov/cfmx/extapps/GasOil/search/wells/index.cfm?api=31013007480000'},"{'longitude': '-79.14005', 'needs_recoding': False, 'latitude': '42.54571'}"
31013007490000,13,749,0,0,Bradley Ray 1,Reservation Gas,9318,GD,GW,UN,,,,1931-02-24T00:00:00,,1931-04-01T00:00:00,,,Pre-1989 Well (N/A),Hanover,Farnham,G,Lakeshore,Medina,False,Vertical,Chautauqua,9.0,,0.0,-79.11356,42.53444,-79.11356,42.53444,2125.0,2125.0,0.0,2125.0,740.0,NL,0.0,,0.0,,,,,2003-01-24T00:00:00,{'url': 'http://www.dec.ny.gov/cfmx/extapps/GasOil/search/wells/index.cfm?api=31013007490000'},"{'longitude': '-79.11356', 'needs_recoding': False, 'latitude': '42.53444'}"
31013007550000,13,755,0,0,Merritt J 1,Dougherty F.L.,9320,GD,GW,UN,,,,1931-12-10T00:00:00,,1932-01-15T00:00:00,,,Pre-1989 Well (N/A),Sheridan,Dunkirk,C,Lakeshore,Medina,False,Vertical,Chautauqua,9.0,,0.0,-79.25497,42.46816,-79.25497,42.46816,2241.0,2241.0,0.0,2241.0,785.0,NL,0.0,,0.0,,,,,2003-01-24T00:00:00,{'url': 'http://www.dec.ny.gov/cfmx/extapps/GasOil/search/wells/index.cfm?api=31013007550000'},"{'longitude': '-79.25497', 'needs_recoding': False, 'latitude': '42.46816'}"
31013007570000,13,757,0,0,Brown Charles 2,Dougherty F.L.,9320,GD,GW,UN,,,,,,1932-09-02T00:00:00,,,Pre-1989 Well (N/A),Sheridan,Silver Creek,G,Lakeshore,Medina,False,Vertical,Chautauqua,9.0,,0.0,-79.22081,42.52481,-79.22081,42.52481,1963.0,1963.0,0.0,1963.0,695.0,NL,0.0,,0.0,,,,,2003-01-24T00:00:00,{'url': 'http://www.dec.ny.gov/cfmx/extapps/GasOil/search/wells/index.cfm?api=31013007570000'},"{'longitude': '-79.22081', 'needs_recoding': False, 'latitude': '42.52481'}"
31013007580000,13,758,0,0,Woods Ira,Republic Light Heat & Power,9254,GD,GW,UN,,,,1922-09-24T00:00:00,,1922-11-04T00:00:00,,,Pre-1989 Well (N/A),Sheridan,Dunkirk,F,Lakeshore,Medina,False,Vertical,Chautauqua,9.0,,0.0,-79.29096,42.45468,-79.29096,42.45468,2223.0,2223.0,0.0,2223.0,785.0,NL,0.0,,0.0,,,,,2003-01-24T00:00:00,{'url': 'http://www.dec.ny.gov/cfmx/extapps/GasOil/search/wells/index.cfm?api=31013007580000'},"{'longitude': '-79.29096', 'needs_recoding': False, 'latitude': '42.45468'}"
31013007590000,13,759,0,0,Thies (Maggio) 2003-I,Seneca Resources Corporation,826,GD,GWP,PA,2016-01-22T00:00:00,,,1925-05-27T00:00:00,1925-07-02T00:00:00,1952-05-26T00:00:00,2016-01-22T00:00:00,,Pre-1989 Well (N/A),Arkwright,Dunkirk,F,Lakeshore,Grimsby,False,Vertical,Chautauqua,9.0,,0.0,-79.273123,42.429338,-79.273123,42.429338,2667.0,2667.0,0.0,2667.0,1140.0,NL,0.0,,0.0,,,,,2016-03-16T00:00:00,{'url': 'http://www.dec.ny.gov/cfmx/extapps/GasOil/search/wells/index.cfm?api=31013007590000'},"{'longitude': '-79.273123', 'needs_recoding': False, 'latitude': '42.429338'}"
31013007650000,13,765,0,0,Wenborne C W 2,Dougherty F.L.,9320,GD,GW,UN,,,,1931-09-04T00:00:00,,1931-11-16T00:00:00,,,Pre-1989 Well (N/A),Portland,Brocton,H,Lakeshore,Medina,False,Vertical,Chautauqua,9.0,,0.0,-79.45896,42.40682,-79.45896,42.40682,2128.0,2128.0,0.0,2128.0,605.0,NL,0.0,,0.0,,,,,2003-01-24T00:00:00,{'url': 'http://www.dec.ny.gov/cfmx/extapps/GasOil/search/wells/index.cfm?api=31013007650000'},"{'longitude': '-79.45896', 'needs_recoding': False, 'latitude': '42.40682'}"
31013009830000,13,983,0,0,Miner H S 1,South Shore Natural Gas,9407,GD,GW,UN,,,,1918-03-21T00:00:00,,1918-04-16T00:00:00,,,Pre-1989 Well (N/A),Sheridan,Forestville,A,Lakeshore,Medina,False,Vertical,Chautauqua,9.0,,0.0,-79.24603999999998,42.48218,-79.24603999999998,42.48218,2101.0,2101.0,0.0,2101.0,775.0,NL,0.0,,0.0,,,,,2003-01-24T00:00:00,{'url': 'http://www.dec.ny.gov/cfmx/extapps/GasOil/search/wells/index.cfm?api=31013009830000'},"{'longitude': '-79.24604', 'needs_recoding': False, 'latitude': '42.48218'}"
31013014600000,13,1460,0,0,Richter Herbert 1,Heintz Gas & Oil Co. Inc.,473,GD,GW,AC,,,,1924-09-19T00:00:00,,1924-10-27T00:00:00,,,Pre-1989 Well (N/A),Sheridan,Dunkirk,C,Lakeshore,Medina,False,Vertical,Chautauqua,9.0,,0.0,-79.25629,42.46159,-79.25629,42.46159,2371.0,2371.0,0.0,2371.0,845.0,NL,0.0,,0.0,,,,,2015-01-15T00:00:00,{'url': 'http://www.dec.ny.gov/cfmx/extapps/GasOil/search/wells/index.cfm?api=31013014600000'},"{'longitude': '-79.25629', 'needs_recoding': False, 'latitude': '42.46159'}"
31013014610000,13,1461,0,0,Richter Herbert 2,Dougherty F.L. & Nelson,9420,GD,GW,UN,,,,1924-11-21T00:00:00,,1925-01-06T00:00:00,,,Pre-1989 Well (N/A),Sheridan,Dunkirk,F,Lakeshore,Medina,False,Vertical,Chautauqua,9.0,,0.0,-79.25273,42.46046,-79.25273,42.46046,2367.0,2367.0,0.0,2367.0,790.0,NL,0.0,,0.0,,,,,2003-01-24T00:00:00,{'url': 'http://www.dec.ny.gov/cfmx/extapps/GasOil/search/wells/index.cfm?api=31013014610000'},"{'longitude': '-79.25273', 'needs_recoding': False, 'latitude': '42.46046'}"
31013014620000,13,1462,0,0,Bentley 1,Dougherty F.L. & Nelson,9420,GD,GW,UN,,,,1925-01-26T00:00:00,,1925-03-12T00:00:00,,,Pre-1989 Well (N/A),Sheridan,Dunkirk,C,Lakeshore,Medina,False,Vertical,Chautauqua,9.0,,0.0,-79.2609,42.46678,-79.2609,42.46678,2208.0,2208.0,0.0,2208.0,778.0,NL,0.0,,0.0,,,,,2003-01-24T00:00:00,{'url': 'http://www.dec.ny.gov/cfmx/extapps/GasOil/search/wells/index.cfm?api=31013014620000'},"{'longitude': '-79.2609', 'needs_recoding': False, 'latitude': '42.46678'}"
31013014660000,13,1466,0,0,Losand H 1,Republic Light Heat & Power,9254,GD,GWP,PA,1921-05-02T00:00:00,,,1916-10-18T00:00:00,,1916-11-27T00:00:00,1921-05-02T00:00:00,,Pre-1989 Well (N/A),Sheridan,Dunkirk,C,Lakeshore,Medina,False,Vertical,Chautauqua,9.0,,0.0,-79.26944,42.4793,-79.26944,42.4793,2045.0,2045.0,0.0,2045.0,710.0,NL,0.0,,0.0,,,,,1995-11-01T00:00:00,{'url': 'http://www.dec.ny.gov/cfmx/extapps/GasOil/search/wells/index.cfm?api=31013014660000'},"{'longitude': '-79.26944', 'needs_recoding': False, 'latitude': '42.4793'}"
31013014670000,13,1467,0,0,Ransom C 2,Republic Light Heat & Power,9254,GD,GW,UN,,,,1916-10-16T00:00:00,,1916-11-26T00:00:00,,,Pre-1989 Well (N/A),Sheridan,Dunkirk,C,Lakeshore,Medina,False,Vertical,Chautauqua,9.0,,0.0,-79.27872999999998,42.47504,-79.27872999999998,42.47504,2041.0,2041.0,0.0,2041.0,1420.0,NL,0.0,,0.0,,,,,2003-01-24T00:00:00,{'url': 'http://www.dec.ny.gov/cfmx/extapps/GasOil/search/wells/index.cfm?api=31013014670000'},"{'longitude': '-79.27873', 'needs_recoding': False, 'latitude': '42.47504'}"
31013014680000,13,1468,0,0,Gens and Wright 1,Republic Light Heat & Power,9254,GD,GW,UN,,,,1925-01-29T00:00:00,,1925-03-12T00:00:00,,,Pre-1989 Well (N/A),Sheridan,Dunkirk,F,Lakeshore,Medina,False,Vertical,Chautauqua,9.0,,0.0,-79.27536,42.44836,-79.27536,42.44836,2367.0,2367.0,0.0,2367.0,900.0,NL,0.0,,0.0,,,,,2003-01-24T00:00:00,{'url': 'http://www.dec.ny.gov/cfmx/extapps/GasOil/search/wells/index.cfm?api=31013014680000'},"{'longitude': '-79.27536', 'needs_recoding': False, 'latitude': '42.44836'}"
31013014690000,13,1469,0,0,Steffan Peter,National Fuel Gas Supply Corp.,431,GD,GWP,PA,1992-12-02T00:00:00,,,1925-08-05T00:00:00,,1925-09-23T00:00:00,1992-12-02T00:00:00,,Pre-1989 Well (N/A),Arkwright,Dunkirk,F,Lakeshore,Medina,False,Vertical,Chautauqua,9.0,,0.0,-79.27813999999998,42.42649,-79.27813999999998,42.42649,2641.0,2641.0,0.0,2641.0,1140.0,NL,0.0,,0.0,,,,,2003-01-16T00:00:00,{'url': 'http://www.dec.ny.gov/cfmx/extapps/GasOil/search/wells/index.cfm?api=31013014690000'},"{'longitude': '-79.27814', 'needs_recoding': False, 'latitude': '42.42649'}"
31013014740000,13,1474,0,0,Richter Herbert 3,Dougherty F.L.,9320,GD,GW,UN,,,,1924-11-10T00:00:00,,1924-12-19T00:00:00,,,Pre-1989 Well (N/A),Sheridan,Dunkirk,C,Lakeshore,Medina,False,Vertical,Chautauqua,9.0,,0.0,-79.25570999999998,42.45936,-79.25570999999998,42.45936,2287.0,2287.0,0.0,2287.0,828.0,NL,0.0,,0.0,,,,,2003-01-24T00:00:00,{'url': 'http://www.dec.ny.gov/cfmx/extapps/GasOil/search/wells/index.cfm?api=31013014740000'},"{'longitude': '-79.25571', 'needs_recoding': False, 'latitude': '42.45936'}"
31013014750000,13,1475,0,0,Privitora and Sanderson 2,,9998,GD,GW,UN,,,,1930-06-30T00:00:00,,1930-08-30T00:00:00,,,Pre-1989 Well (N/A),Pomfret,Cassadaga,B,Lakeshore,Medina,False,Vertical,Chautauqua,9.0,,0.0,-79.33049,42.36777,-79.33049,42.36777,2982.0,2982.0,0.0,2982.0,1232.0,NL,0.0,Medina,0.0,,,,,2006-11-03T00:00:00,{'url': 'http://www.dec.ny.gov/cfmx/extapps/GasOil/search/wells/index.cfm?api=31013014750000'},"{'longitude': '-79.33049', 'needs_recoding': False, 'latitude': '42.36777'}"
31013014780000,13,1478,0,0,Leona-Halquist IGC-2024,Iroquois Gas Corp.,16,GD,GWP,PA,1972-10-19T00:00:00,,,1927-07-22T00:00:00,,1927-07-25T00:00:00,1972-10-19T00:00:00,,Pre-1989 Well (N/A),Pomfret,Brocton,I,Lakeshore,Medina,False,Vertical,Chautauqua,9.0,,0.0,-79.39973999999998,42.40724,-79.39973999999998,42.40724,2678.0,2678.0,0.0,2678.0,770.0,NL,0.0,,0.0,,,,,1993-11-24T00:00:00,{'url': 'http://www.dec.ny.gov/cfmx/extapps/GasOil/search/wells/index.cfm?api=31013014780000'},"{'longitude': '-79.39974', 'needs_recoding': False, 'latitude': '42.40724'}"
31013014790000,13,1479,0,0,Salhoff H.F. 1 2025-I,Nucomer Energy LLC,2808,GD,GW,AC,,,,1927-07-22T00:00:00,,1927-10-31T00:00:00,,,Pre-1989 Well (N/A),Pomfret,Dunkirk,G,Lakeshore,Medina,False,Vertical,Chautauqua,9.0,,0.0,-79.32827,42.39693,-79.32827,42.39693,2840.0,2840.0,0.0,2840.0,1240.0,NL,0.0,,0.0,,,,,2016-02-03T00:00:00,{'url': 'http://www.dec.ny.gov/cfmx/extapps/GasOil/search/wells/index.cfm?api=31013014790000'},"{'longitude': '-79.32827', 'needs_recoding': False, 'latitude': '42.39693'}"
31013014800000,13,1480,0,0,Sullivan J.A. 2 2027-I,Harp Stephen J.,2003,GD,GW,AC,,,,1928-08-17T00:00:00,,1928-10-04T00:00:00,,,Pre-1989 Well (N/A),Pomfret,Dunkirk,,Lakeshore,Medina,False,Vertical,Chautauqua,9.0,,0.0,-79.31825999999998,42.40407,-79.31825999999998,42.40407,2672.0,2672.0,0.0,2672.0,1075.0,NL,0.0,,0.0,,,,,2004-01-05T00:00:00,{'url': 'http://www.dec.ny.gov/cfmx/extapps/GasOil/search/wells/index.cfm?api=31013014800000'},"{'longitude': '-79.31826', 'needs_recoding': False, 'latitude': '42.40407'}"
31013014820000,13,1482,0,0,Bailey-Privatera IGC-1987,Iroquois Gas Corp.,16,GD,GWP,PA,1972-01-17T00:00:00,,,1923-09-13T00:00:00,,1923-11-01T00:00:00,1972-01-17T00:00:00,,Pre-1989 Well (N/A),Sheridan,Forestville,D,Lakeshore,Medina,False,Vertical,Chautauqua,9.0,,0.0,-79.20910999999998,42.45798,-79.20910999999998,42.45798,1861.0,1861.0,0.0,1861.0,590.0,NL,0.0,,0.0,,,,,1997-07-01T00:00:00,{'url': 'http://www.dec.ny.gov/cfmx/extapps/GasOil/search/wells/index.cfm?api=31013014820000'},"{'longitude': '-79.20911', 'needs_recoding': False, 'latitude': '42.45798'}"
31013014830000,13,1483,0,0,Paglia L 2,Republic Light Heat & Power,9254,GD,GWP,PA,,,,1923-07-14T00:00:00,,1923-08-21T00:00:00,,,Pre-1989 Well (N/A),Sheridan,Silver Creek,E,Lakeshore,Medina,False,Vertical,Chautauqua,9.0,,0.0,-79.19687,42.54351,-79.19687,42.54351,1930.0,1930.0,0.0,1930.0,625.0,NL,0.0,,0.0,,,,,1999-01-26T00:00:00,{'url': 'http://www.dec.ny.gov/cfmx/extapps/GasOil/search/wells/index.cfm?api=31013014830000'},"{'longitude': '-79.19687', 'needs_recoding': False, 'latitude': '42.54351'}"
31013014840000,13,1484,0,0,Pagano 1,Dougherty F.L.,9320,GD,GW,UN,,,,1932-04-07T00:00:00,,1932-05-09T00:00:00,,,Pre-1989 Well (N/A),Sheridan,Silver Creek,G,Lakeshore,Medina,False,Vertical,Chautauqua,9.0,,0.0,-79.23492,42.52206,-79.23492,42.52206,1937.0,1937.0,0.0,1937.0,695.0,NL,0.0,,0.0,,,,,2003-01-24T00:00:00,{'url': 'http://www.dec.ny.gov/cfmx/extapps/GasOil/search/wells/index.cfm?api=31013014840000'},"{'longitude': '-79.23492', 'needs_recoding': False, 'latitude': '42.52206'}"
31013014860000,13,1486,0,0,James Harry 1,Reservation Gas,9318,GD,GW,UN,,,,,,1931-06-29T00:00:00,,,Pre-1989 Well (N/A),Hanover,Farnham,G,Lakeshore,Medina,False,Vertical,Chautauqua,9.0,,0.0,-79.11765,42.53086,-79.11765,42.53086,2147.0,2147.0,0.0,2147.0,775.0,NL,0.0,,0.0,,,,,2003-01-24T00:00:00,{'url': 'http://www.dec.ny.gov/cfmx/extapps/GasOil/search/wells/index.cfm?api=31013014860000'},"{'longitude': '-79.11765', 'needs_recoding': False, 'latitude': '42.53086'}"
31013014880000,13,1488,0,0,Weller 1,Dougherty F.L.,9320,GD,GW,UN,,,,,,1932-09-28T00:00:00,,,Pre-1989 Well (N/A),Hanover,Silver Creek,F,Lakeshore,Medina,False,Vertical,Chautauqua,9.0,,0.0,-79.14005,42.55039,-79.14005,42.55039,1873.0,1873.0,0.0,1873.0,625.0,NL,0.0,,0.0,,,,,2003-01-24T00:00:00,{'url': 'http://www.dec.ny.gov/cfmx/extapps/GasOil/search/wells/index.cfm?api=31013014880000'},"{'longitude': '-79.14005', 'needs_recoding': False, 'latitude': '42.55039'}"
31013014960000,13,1496,0,0,Uble Jacob 1,Reservation Gas,9318,GD,GW,UN,,,,,,1927-11-04T00:00:00,,,Pre-1989 Well (N/A),Hanover,Farnham,G,Lakeshore,Medina,False,Vertical,Chautauqua,9.0,,0.0,-79.10464,42.51849,-79.10464,42.51849,2286.0,2286.0,0.0,2286.0,828.0,NL,0.0,,0.0,,,,,2003-01-24T00:00:00,{'url': 'http://www.dec.ny.gov/cfmx/extapps/GasOil/search/wells/index.cfm?api=31013014960000'},"{'longitude': '-79.10464', 'needs_recoding': False, 'latitude': '42.51849'}"
31013015130000,13,1513,0,0,Ruskiewicz 3,Iroquois Gas Corp.,16,GD,GW,IN,,,,1930-07-31T00:00:00,,1930-09-10T00:00:00,,,Pre-1989 Well (N/A),Sheridan,Forestville,A,Lakeshore,Medina,False,Vertical,Chautauqua,9.0,,0.0,-79.23975,42.46046,-79.23975,42.46046,2520.0,2520.0,0.0,2520.0,1060.0,NL,0.0,,0.0,,,,,2014-05-23T00:00:00,{'url': 'http://www.dec.ny.gov/cfmx/extapps/GasOil/search/wells/index.cfm?api=31013015130000'},"{'longitude': '-79.23975', 'needs_recoding': False, 'latitude': '42.46046'}"
31013015140000,13,1514,0,0,Czlanski NFGSC 2033,Iroquois Gas Corp.,16,GD,GWP,PA,1961-08-11T00:00:00,,,1930-06-02T00:00:00,,1930-07-19T00:00:00,1961-08-11T00:00:00,,Pre-1989 Well (N/A),Sheridan,Forestville,D,Lakeshore,Medina,False,Vertical,Chautauqua,9.0,,0.0,-79.24382,42.45743,-79.24382,42.45743,2540.0,2540.0,0.0,2540.0,1075.0,NL,0.0,,0.0,,,,,1995-09-13T00:00:00,{'url': 'http://www.dec.ny.gov/cfmx/extapps/GasOil/search/wells/index.cfm?api=31013015140000'},"{'longitude': '-79.24382', 'needs_recoding': False, 'latitude': '42.45743'}"
31013015170000,13,1517,0,0,Peterson C,Republic Light Heat & Power,9254,GD,GW,UN,,,,1928-12-23T00:00:00,,1929-01-27T00:00:00,,,Pre-1989 Well (N/A),Sheridan,Dunkirk,C,Lakeshore,Medina,False,Vertical,Chautauqua,9.0,,0.0,-79.25235,42.48246,-79.25235,42.48246,2216.0,2216.0,0.0,2216.0,720.0,NL,0.0,,0.0,,,,,2003-01-24T00:00:00,{'url': 'http://www.dec.ny.gov/cfmx/extapps/GasOil/search/wells/index.cfm?api=31013015170000'},"{'longitude': '-79.25235', 'needs_recoding': False, 'latitude': '42.48246'}"
31013015180000,13,1518,0,0,Miner H S 3,Republic Light Heat & Power,9254,GD,GW,UN,,,,1918-10-10T00:00:00,,1918-11-09T00:00:00,,,Pre-1989 Well (N/A),Sheridan,Forestville,A,Lakeshore,Medina,False,Vertical,Chautauqua,9.0,,0.0,-79.24957999999998,42.47888,-79.24957999999998,42.47888,2178.0,2178.0,0.0,2178.0,780.0,NL,0.0,,0.0,,,,,2003-01-24T00:00:00,{'url': 'http://www.dec.ny.gov/cfmx/extapps/GasOil/search/wells/index.cfm?api=31013015180000'},"{'longitude': '-79.24958', 'needs_recoding': False, 'latitude': '42.47888'}"
